Mandante,Placar,Visitante,Rodada,Coringa,Jogador
Sport,2 x 1,Cruzeiro,8,NÃO,CRIS
Flamengo,1 x 0,Bahia,8,NÃO,CRIS
Santos,1 x 0,Ceará,8,NÃO,CRIS
Mirassol,1 x 2,Corinthians,8,NÃO,CRIS
Atlético-MG,2 x 1,Fluminense,8,NÃO,CRIS
Grêmio,2 x 1,Bragantino,8,NÃO,CRIS
Vitória,1 x 2,Vasco,8,NÃO,CRIS
Fortaleza,1 x 0,Juventude,8,NÃO,CRIS
Palmeiras,1 x 0,São Paulo,8,SIM,CRIS
Flamengo,2 x 1,Internacional,1,SIM,BIELZINHO
Vasco,1 x 0,Santos,1,NÃO,BIELZINHO
Juventude,1 x 0,Vitória,1,NÃO,BIELZINHO
São Paulo,2 x 0,Sport,1,NÃO,BIELZINHO
Bragantino,1 x 0,Ceará,1,NÃO,BIELZINHO
Cruzeiro,2 x 0,Mirassol,1,NÃO,BIELZINHO
Grêmio,2 x 1,Atlético-MG,1,NÃO,BIELZINHO
Bahia,2 x 1,Corinthians,1,NÃO,BIELZINHO
Fortaleza,2 x 1,Fluminense,1,NÃO,BIELZINHO
Palmeiras,1 x 0,Botafogo,1,SIM,BIELZINHO
Atlético-MG,2 x 1,São Paulo,2,SIM,BIELZINHO
Botafogo,2 x 0,Juventude,2,NÃO,BIELZINHO
Corinthians,0 x 1,Vasco,2,NÃO,BIELZINHO
Santos,2 x 1,Bahia,2,NÃO,BIELZINHO
Mirassol,1 x 0,Fortaleza,2,NÃO,BIELZINHO
Sport,0 x 1,Palmeiras,2,NÃO,BIELZINHO
Fluminense,1 x 0,Bragantino,2,NÃO,BIELZINHO
Vitória,1 x 2,Flamengo,2,NÃO,BIELZINHO
Ceará,1 x 1,Grêmio,2,NÃO,BIELZINHO
Internacional,1 x 0,Cruzeiro,2,SIM,BIELZINHO
Palmeiras,2 x 1,Corinthians,3,SIM,BIELZINHO
Vasco,1 x 0,Sport,3,NÃO,BIELZINHO
Fluminense,2 x 1,Santos,3,NÃO,BIELZINHO
São Paulo,2 x 1,Cruzeiro,3,NÃO,BIELZINHO
Bragantino,1 x 0,Botafogo,3,NÃO,BIELZINHO
Atlético-MG,2 x 0,Vitória,3,NÃO,BIELZINHO
Juventude,1 x 0,Ceará,3,NÃO,BIELZINHO
Bahia,2 x 0,Mirassol,3,NÃO,BIELZINHO
Fortaleza,2 x 1,Internacional,3,NÃO,BIELZINHO
Grêmio,1 x 2,Flamengo,3,SIM,BIELZINHO
Santos,1 x 0,Atlético-MG,4,SIM,BIELZINHO
Botafogo,2 x 1,São Paulo,4,NÃO,BIELZINHO
Corinthians,2 x 1,Fluminense,4,NÃO,BIELZINHO
Flamengo,2 x 0,Juventude,4,NÃO,BIELZINHO
Mirassol,1 x 1,Grêmio,4,NÃO,BIELZINHO
Cruzeiro,1 x 0,Bahia,4,NÃO,BIELZINHO
Sport,1 x 0,Bragantino,4,NÃO,BIELZINHO
Vitória,1 x 0,Fortaleza,4,NÃO,BIELZINHO
Ceará,1 x 2,Vasco,4,NÃO,BIELZINHO
Internacional,2 x 1,Palmeiras,4,SIM,BIELZINHO
Vasco,1 x 0,Flamengo,5,SIM,BIELZINHO
Fluminense,2 x 0,Vitória,5,NÃO,BIELZINHO
Corinthians,2 x 0,Sport,5,NÃO,BIELZINHO
São Paulo,2 x 1,Santos,5,NÃO,BIELZINHO
Bragantino,2 x 1,Cruzeiro,5,NÃO,BIELZINHO
Atlético-MG,2 x 1,Botafogo,5,NÃO,BIELZINHO
Juventude,1 x 0,Mirassol,5,NÃO,BIELZINHO
Bahia,1 x 0,Ceará,5,NÃO,BIELZINHO
Fortaleza,1 x 2,Palmeiras,5,NÃO,BIELZINHO
Grêmio,1 x 1,Internacional,5,SIM,BIELZINHO
Flamengo,2 x 1,Corinthians,6,SIM,BIELZINHO
Sport,1 x 1,Fortaleza,6,NÃO,BIELZINHO
Palmeiras,2 x 1,Bahia,6,NÃO,BIELZINHO
Santos,2 x 1,Bragantino,6,NÃO,BIELZINHO
Mirassol,1 x 2,Atlético-MG,6,NÃO,BIELZINHO
Cruzeiro,0 x 1,Vasco,6,NÃO,BIELZINHO
Internacional,1 x 0,Juventude,6,NÃO,BIELZINHO
Vitória,1 x 0,Grêmio,6,NÃO,BIELZINHO
Ceará,0 x 1,São Paulo,6,NÃO,BIELZINHO
Botafogo,1 x 0,Fluminense,6,SIM,BIELZINHO
Vasco,1 x 0,Palmeiras,7,SIM,BIELZINHO
Fluminense,2 x 0,Sport,7,NÃO,BIELZINHO
Corinthians,2 x 1,Internacional,7,NÃO,BIELZINHO
São Paulo,2 x 1,Fortaleza,7,NÃO,BIELZINHO
Bragantino,1 x 0,Mirassol,7,NÃO,BIELZINHO
Juventude,1 x 0,Atlético-MG,7,NÃO,BIELZINHO
Grêmio,2 x 1,Santos,7,NÃO,BIELZINHO
Bahia,2 x 1,Botafogo,7,NÃO,BIELZINHO
Ceará,1 x 0,Vitória,7,NÃO,BIELZINHO
Cruzeiro,0 x 1,Flamengo,7,SIM,BIELZINHO
Botafogo,2 x 1,Internacional,8,SIM,BIELZINHO
Sport,1 x 0,Cruzeiro,8,NÃO,BIELZINHO
Flamengo,2 x 1,Bahia,8,NÃO,BIELZINHO
Santos,2 x 1,Ceará,8,NÃO,BIELZINHO
Mirassol,0 x 1,Corinthians,8,NÃO,BIELZINHO
Atlético-MG,1 x 0,Fluminense,8,NÃO,BIELZINHO
Grêmio,1 x 0,Bragantino,8,NÃO,BIELZINHO
Vitória,0 x 1,Vasco,8,NÃO,BIELZINHO
Fortaleza,2 x 1,Juventude,8,NÃO,BIELZINHO
Palmeiras,2 x 1,São Paulo,8,SIM,BIELZINHO
Flamengo,2 x 0,Internacional,1,SIM,MARCOS
Vasco,0 x 1,Santos,1,NÃO,MARCOS
Juventude,1 x 0,Vitória,1,NÃO,MARCOS
São Paulo,2 x 1,Sport,1,NÃO,MARCOS
Bragantino,0 x 1,Ceará,1,NÃO,MARCOS
Cruzeiro,2 x 0,Mirassol,1,NÃO,MARCOS
Grêmio,1 x 1,Atlético-MG,1,NÃO,MARCOS
Bahia,2 x 1,Corinthians,1,NÃO,MARCOS
Fortaleza,2 x 0,Fluminense,1,NÃO,MARCOS
Palmeiras,3 x 0,Botafogo,1,SIM,MARCOS
Atlético-MG,2 x 1,São Paulo,2,SIM,MARCOS
Botafogo,2 x 0,Juventude,2,NÃO,MARCOS
Corinthians,2 x 0,Vasco,2,NÃO,MARCOS
Santos,1 x 0,Bahia,2,NÃO,MARCOS
Mirassol,1 x 1,Fortaleza,2,NÃO,MARCOS
Sport,1 x 0,Palmeiras,2,NÃO,MARCOS
Fluminense,2 x 1,Bragantino,2,NÃO,MARCOS
Vitória,1 x 2,Flamengo,2,NÃO,MARCOS
Ceará,1 x 2,Grêmio,2,NÃO,MARCOS
Internacional,2 x 0,Cruzeiro,2,SIM,MARCOS
Palmeiras,2 x 2,Corinthians,3,SIM,MARCOS
Vasco,2 x 1,Sport,3,NÃO,MARCOS
Fluminense,1 x 1,Santos,3,NÃO,MARCOS
São Paulo,2 x 0,Cruzeiro,3,NÃO,MARCOS
Bragantino,2 x 1,Botafogo,3,NÃO,MARCOS
Atlético-MG,3 x 0,Vitória,3,NÃO,MARCOS
Juventude,2 x 1,Ceará,3,NÃO,MARCOS
Bahia,2 x 0,Mirassol,3,NÃO,MARCOS
Fortaleza,3 x 1,Internacional,3,NÃO,MARCOS
Grêmio,0 x 1,Flamengo,3,SIM,MARCOS
Santos,1 x 2,Atlético-MG,4,SIM,MARCOS
Botafogo,1 x 0,São Paulo,4,NÃO,MARCOS
Corinthians,2 x 1,Fluminense,4,NÃO,MARCOS
Flamengo,3 x 0,Juventude,4,NÃO,MARCOS
Mirassol,1 x 1,Grêmio,4,NÃO,MARCOS
Cruzeiro,2 x 0,Bahia,4,NÃO,MARCOS
Sport,1 x 1,Bragantino,4,NÃO,MARCOS
Vitória,2 x 0,Fortaleza,4,NÃO,MARCOS
Ceará,2 x 1,Vasco,4,NÃO,MARCOS
Internacional,1 x 2,Palmeiras,4,SIM,MARCOS
Vasco,0 x 2,Flamengo,5,SIM,MARCOS
Fluminense,2 x 0,Vitória,5,NÃO,MARCOS
Corinthians,2 x 1,Sport,5,NÃO,MARCOS
São Paulo,1 x 1,Santos,5,NÃO,MARCOS
Bragantino,2 x 0,Cruzeiro,5,NÃO,MARCOS
Atlético-MG,3 x 1,Botafogo,5,NÃO,MARCOS
Juventude,2 x 0,Mirassol,5,NÃO,MARCOS
Bahia,1 x 1,Ceará,5,NÃO,MARCOS
Fortaleza,2 x 1,Palmeiras,5,NÃO,MARCOS
Grêmio,2 x 2,Internacional,5,SIM,MARCOS
Flamengo,3 x 1,Corinthians,6,SIM,MARCOS
Sport,1 x 0,Fortaleza,6,NÃO,MARCOS
Palmeiras,2 x 0,Bahia,6,NÃO,MARCOS
Santos,3 x 0,Bragantino,6,NÃO,MARCOS
Mirassol,1 x 1,Atlético-MG,6,NÃO,MARCOS
Cruzeiro,2 x 1,Vasco,6,NÃO,MARCOS
Internacional,3 x 0,Juventude,6,NÃO,MARCOS
Vitória,1 x 0,Grêmio,6,NÃO,MARCOS
Ceará,0 x 1,São Paulo,6,NÃO,MARCOS
Botafogo,1 x 1,Fluminense,6,SIM,MARCOS
Vasco,1 x 0,Palmeiras,7,SIM,MARCOS
Fluminense,3 x 0,Sport,7,NÃO,MARCOS
Corinthians,0 x 1,Internacional,7,NÃO,MARCOS
São Paulo,3 x 0,Fortaleza,7,NÃO,MARCOS
Bragantino,2 x 1,Mirassol,7,NÃO,MARCOS
Juventude,1 x 0,Atlético-MG,7,NÃO,MARCOS
Grêmio,2 x 1,Santos,7,NÃO,MARCOS
Bahia,2 x 0,Botafogo,7,NÃO,MARCOS
Ceará,2 x 2,Vitória,7,NÃO,MARCOS
Cruzeiro,1 x 2,Flamengo,7,SIM,MARCOS
Botafogo,2 x 1,Internacional,8,SIM,MARCOS
Sport,0 x 1,Cruzeiro,8,NÃO,MARCOS
Flamengo,3 x 1,Bahia,8,NÃO,MARCOS
Santos,0 x 1,Ceará,8,NÃO,MARCOS
Mirassol,2 x 0,Corinthians,8,NÃO,MARCOS
Atlético-MG,0 x 1,Fluminense,8,NÃO,MARCOS
Grêmio,2 x 0,Bragantino,8,NÃO,MARCOS
Vitória,0 x 2,Vasco,8,NÃO,MARCOS
Fortaleza,2 x 1,Juventude,8,NÃO,MARCOS
Palmeiras,0 x 0,São Paulo,8,SIM,MARCOS
Flamengo,2 x 1,Internacional,1,SIM,3F
Vasco,1 x 2,Santos,1,NÃO,3F
Juventude,1 x 0,Vitória,1,NÃO,3F
São Paulo,2 x 0,Sport,1,NÃO,3F
Bragantino,1 x 1,Ceará,1,NÃO,3F
Cruzeiro,2 x 1,Mirassol,1,NÃO,3F
Grêmio,2 x 1,Atlético-MG,1,NÃO,3F
Bahia,1 x 2,Corinthians,1,NÃO,3F
Fortaleza,1 x 1,Fluminense,1,NÃO,3F
Palmeiras,2 x 0,Botafogo,1,SIM,3F
Atlético-MG,2 x 2,São Paulo,2,SIM,3F
Botafogo,1 x 0,Juventude,2,NÃO,3F
Corinthians,2 x 0,Vasco,2,NÃO,3F
Santos,2 x 1,Bahia,2,NÃO,3F
Mirassol,1 x 3,Fortaleza,2,NÃO,3F
Sport,0 x 2,Palmeiras,2,NÃO,3F
Fluminense,2 x 1,Bragantino,2,NÃO,3F
Vitória,1 x 3,Flamengo,2,NÃO,3F
Ceará,1 x 1,Grêmio,2,NÃO,3F
Internacional,2 x 1,Cruzeiro,2,SIM,3F
Palmeiras,2 x 1,Corinthians,3,SIM,3F
Vasco,2 x 1,Sport,3,NÃO,3F
Fluminense,1 x 1,Santos,3,NÃO,3F
São Paulo,2 x 0,Cruzeiro,3,NÃO,3F
Bragantino,1 x 2,Botafogo,3,NÃO,3F
Atlético-MG,3 x 0,Vitória,3,NÃO,3F
Juventude,1 x 1,Ceará,3,NÃO,3F
Bahia,2 x 0,Mirassol,3,NÃO,3F
Fortaleza,2 x 2,Internacional,3,NÃO,3F
Grêmio,1 x 2,Flamengo,3,SIM,3F
Santos,2 x 1,Atlético-MG,4,SIM,3F
Botafogo,3 x 2,São Paulo,4,NÃO,3F
Corinthians,2 x 0,Fluminense,4,NÃO,3F
Flamengo,2 x 0,Juventude,4,NÃO,3F
Mirassol,1 x 1,Grêmio,4,NÃO,3F
Cruzeiro,2 x 1,Bahia,4,NÃO,3F
Sport,1 x 0,Bragantino,4,NÃO,3F
Vitória,1 x 1,Fortaleza,4,NÃO,3F
Ceará,2 x 0,Vasco,4,NÃO,3F
Internacional,2 x 1,Palmeiras,4,SIM,3F
Vasco,1 x 4,Flamengo,5,SIM,3F
Fluminense,2 x 0,Vitória,5,NÃO,3F
Corinthians,3 x 1,Sport,5,NÃO,3F
São Paulo,2 x 2,Santos,5,NÃO,3F
Bragantino,1 x 2,Cruzeiro,5,NÃO,3F
Atlético-MG,2 x 1,Botafogo,5,NÃO,3F
Juventude,2 x 0,Mirassol,5,NÃO,3F
Bahia,2 x 1,Ceará,5,NÃO,3F
Fortaleza,1 x 1,Palmeiras,5,NÃO,3F
Grêmio,1 x 1,Internacional,5,SIM,3F
Flamengo,2 x 0,Corinthians,6,SIM,3F
Sport,1 x 0,Fortaleza,6,NÃO,3F
Palmeiras,2 x 1,Bahia,6,NÃO,3F
Santos,2 x 0,Bragantino,6,NÃO,3F
Mirassol,1 x 2,Atlético-MG,6,NÃO,3F
Cruzeiro,2 x 1,Vasco,6,NÃO,3F
Internacional,2 x 0,Juventude,6,NÃO,3F
Vitória,1 x 0,Grêmio,6,NÃO,3F
Ceará,1 x 3,São Paulo,6,NÃO,3F
Botafogo,1 x 1,Fluminense,6,SIM,3F
Vasco,1 x 3,Palmeiras,7,SIM,3F
Fluminense,2 x 0,Sport,7,NÃO,3F
Corinthians,2 x 1,Internacional,7,NÃO,3F
São Paulo,2 x 0,Fortaleza,7,NÃO,3F
Bragantino,1 x 0,Mirassol,7,NÃO,3F
Juventude,1 x 1,Atlético-MG,7,NÃO,3F
Grêmio,2 x 1,Santos,7,NÃO,3F
Bahia,2 x 1,Botafogo,7,NÃO,3F
Ceará,2 x 0,Vitória,7,NÃO,3F
Cruzeiro,1 x 2,Flamengo,7,SIM,3F
Botafogo,1 x 2,Internacional,8,SIM,3F
Sport,0 x 1,Cruzeiro,8,NÃO,3F
Flamengo,2 x 0,Bahia,8,NÃO,3F
Santos,2 x 0,Ceará,8,NÃO,3F
Mirassol,1 x 3,Corinthians,8,NÃO,3F
Atlético-MG,2 x 0,Fluminense,8,NÃO,3F
Grêmio,1 x 1,Bragantino,8,NÃO,3F
Vitória,1 x 2,Vasco,8,NÃO,3F
Fortaleza,1 x 0,Juventude,8,NÃO,3F
Palmeiras,2 x 2,São Paulo,8,SIM,3F
Flamengo,2 x 0,Internacional,1,SIM,ALEF
Vasco,2 x 1,Santos,1,NÃO,ALEF
Juventude,1 x 1,Vitória,1,NÃO,ALEF
São Paulo,2 x 0,Sport,1,NÃO,ALEF
Bragantino,2 x 2,Ceará,1,NÃO,ALEF
Cruzeiro,3 x 0,Mirassol,1,NÃO,ALEF
Grêmio,2 x 1,Atlético-MG,1,NÃO,ALEF
Bahia,1 x 2,Corinthians,1,NÃO,ALEF
Fortaleza,2 x 1,Fluminense,1,NÃO,ALEF
Palmeiras,2 x 1,Botafogo,1,SIM,ALEF
Atlético-MG,1 x 0,São Paulo,2,SIM,ALEF
Botafogo,2 x 0,Juventude,2,NÃO,ALEF
Corinthians,2 x 2,Vasco,2,NÃO,ALEF
Santos,2 x 1,Bahia,2,NÃO,ALEF
Mirassol,1 x 3,Fortaleza,2,NÃO,ALEF
Sport,0 x 2,Palmeiras,2,NÃO,ALEF
Fluminense,1 x 0,Bragantino,2,NÃO,ALEF
Vitória,1 x 3,Flamengo,2,NÃO,ALEF
Ceará,1 x 2,Grêmio,2,NÃO,ALEF
Internacional,2 x 1,Cruzeiro,2,SIM,ALEF
Palmeiras,2 x 2,Corinthians,3,SIM,ALEF
Vasco,2 x 0,Sport,3,NÃO,ALEF
Fluminense,2 x 1,Santos,3,NÃO,ALEF
São Paulo,3 x 2,Cruzeiro,3,NÃO,ALEF
Bragantino,1 x 2,Botafogo,3,NÃO,ALEF
Atlético-MG,2 x 0,Vitória,3,NÃO,ALEF
Juventude,2 x 1,Ceará,3,NÃO,ALEF
Bahia,2 x 0,Mirassol,3,NÃO,ALEF
Fortaleza,2 x 1,Internacional,3,NÃO,ALEF
Grêmio,1 x 2,Flamengo,3,SIM,ALEF
Santos,2 x 1,Atlético-MG,4,SIM,ALEF
Botafogo,2 x 0,São Paulo,4,NÃO,ALEF
Corinthians,2 x 0,Fluminense,4,NÃO,ALEF
Flamengo,3 x 1,Juventude,4,NÃO,ALEF
Mirassol,1 x 1,Grêmio,4,NÃO,ALEF
Cruzeiro,2 x 1,Bahia,4,NÃO,ALEF
Sport,2 x 2,Bragantino,4,NÃO,ALEF
Vitória,2 x 2,Fortaleza,4,NÃO,ALEF
Ceará,1 x 2,Vasco,4,NÃO,ALEF
Internacional,1 x 1,Palmeiras,4,SIM,ALEF
Vasco,2 x 2,Flamengo,5,SIM,ALEF
Fluminense,1 x 0,Vitória,5,NÃO,ALEF
Corinthians,2 x 0,Sport,5,NÃO,ALEF
São Paulo,1 x 1,Santos,5,NÃO,ALEF
Bragantino,1 x 2,Cruzeiro,5,NÃO,ALEF
Atlético-MG,1 x 1,Botafogo,5,NÃO,ALEF
Juventude,2 x 1,Mirassol,5,NÃO,ALEF
Bahia,2 x 0,Ceará,5,NÃO,ALEF
Fortaleza,2 x 2,Palmeiras,5,NÃO,ALEF
Grêmio,1 x 1,Internacional,5,SIM,ALEF
Flamengo,2 x 1,Corinthians,6,SIM,ALEF
Sport,1 x 2,Fortaleza,6,NÃO,ALEF
Palmeiras,2 x 0,Bahia,6,NÃO,ALEF
Santos,1 x 0,Bragantino,6,NÃO,ALEF
Mirassol,0 x 1,Atlético-MG,6,NÃO,ALEF
Cruzeiro,1 x 1,Vasco,6,NÃO,ALEF
Internacional,2 x 1,Juventude,6,NÃO,ALEF
Vitória,0 x 1,Grêmio,6,NÃO,ALEF
Ceará,0 x 2,São Paulo,6,NÃO,ALEF
Botafogo,1 x 1,Fluminense,6,SIM,ALEF
Vasco,2 x 1,Palmeiras,7,SIM,ALEF
Fluminense,2 x 0,Sport,7,NÃO,ALEF
Corinthians,2 x 1,Internacional,7,NÃO,ALEF
São Paulo,3 x 2,Fortaleza,7,NÃO,ALEF
Bragantino,1 x 1,Mirassol,7,NÃO,ALEF
Juventude,1 x 0,Atlético-MG,7,NÃO,ALEF
Grêmio,1 x 1,Santos,7,NÃO,ALEF
Bahia,2 x 1,Botafogo,7,NÃO,ALEF
Ceará,2 x 2,Vitória,7,NÃO,ALEF
Cruzeiro,0 x 2,Flamengo,7,SIM,ALEF
Botafogo,2 x 0,Internacional,8,SIM,ALEF
Sport,1 x 0,Cruzeiro,8,NÃO,ALEF
Flamengo,3 x 0,Bahia,8,NÃO,ALEF
Santos,2 x 0,Ceará,8,NÃO,ALEF
Mirassol,0 x 2,Corinthians,8,NÃO,ALEF
Atlético-MG,2 x 1,Fluminense,8,NÃO,ALEF
Grêmio,3 x 1,Bragantino,8,NÃO,ALEF
Vitória,1 x 2,Vasco,8,NÃO,ALEF
Fortaleza,2 x 0,Juventude,8,NÃO,ALEF
Palmeiras,2 x 2,São Paulo,8,SIM,ALEF
Flamengo,1 x 1,Internacional,1,SIM,GRAFITE
Vasco,1 x 2,Santos,1,NÃO,GRAFITE
Juventude,3 x 0,Vitória,1,NÃO,GRAFITE
São Paulo,2 x 0,Sport,1,NÃO,GRAFITE
Bragantino,0 x 0,Ceará,1,NÃO,GRAFITE
Cruzeiro,1 x 0,Mirassol,1,NÃO,GRAFITE
Grêmio,0 x 2,Atlético-MG,1,NÃO,GRAFITE
Bahia,1 x 1,Corinthians,1,NÃO,GRAFITE
Fortaleza,1 x 2,Fluminense,1,NÃO,GRAFITE
Palmeiras,3 x 1,Botafogo,1,SIM,GRAFITE
Atlético-MG,1 x 0,São Paulo,2,SIM,GRAFITE
Botafogo,2 x 0,Juventude,2,NÃO,GRAFITE
Corinthians,3 x 0,Vasco,2,NÃO,GRAFITE
Santos,2 x 1,Bahia,2,NÃO,GRAFITE
Mirassol,2 x 2,Fortaleza,2,NÃO,GRAFITE
Sport,0 x 1,Palmeiras,2,NÃO,GRAFITE
Fluminense,2 x 0,Bragantino,2,NÃO,GRAFITE
Vitória,0 x 2,Flamengo,2,NÃO,GRAFITE
Ceará,1 x 1,Grêmio,2,NÃO,GRAFITE
Internacional,3 x 2,Cruzeiro,2,SIM,GRAFITE
Palmeiras,2 x 1,Corinthians,3,SIM,GRAFITE
Vasco,1 x 0,Sport,3,NÃO,GRAFITE
Fluminense,1 x 1,Santos,3,NÃO,GRAFITE
São Paulo,2 x 0,Cruzeiro,3,NÃO,GRAFITE
Bragantino,0 x 2,Botafogo,3,NÃO,GRAFITE
Atlético-MG,3 x 1,Vitória,3,NÃO,GRAFITE
Juventude,1 x 1,Ceará,3,NÃO,GRAFITE
Bahia,2 x 0,Mirassol,3,NÃO,GRAFITE
Fortaleza,0 x 0,Internacional,3,NÃO,GRAFITE
Grêmio,1 x 1,Flamengo,3,SIM,GRAFITE
Santos,0 x 2,Atlético-MG,4,SIM,GRAFITE
Botafogo,2 x 1,São Paulo,4,NÃO,GRAFITE
Corinthians,3 x 2,Fluminense,4,NÃO,GRAFITE
Flamengo,3 x 0,Juventude,4,NÃO,GRAFITE
Mirassol,1 x 1,Grêmio,4,NÃO,GRAFITE
Cruzeiro,0 x 1,Bahia,4,NÃO,GRAFITE
Sport,2 x 2,Bragantino,4,NÃO,GRAFITE
Vitória,2 x 1,Fortaleza,4,NÃO,GRAFITE
Ceará,2 x 0,Vasco,4,NÃO,GRAFITE
Internacional,1 x 0,Palmeiras,4,SIM,GRAFITE
Vasco,0 x 2,Flamengo,5,SIM,GRAFITE
Fluminense,3 x 1,Vitória,5,NÃO,GRAFITE
Corinthians,2 x 0,Sport,5,NÃO,GRAFITE
São Paulo,1 x 1,Santos,5,NÃO,GRAFITE
Bragantino,2 x 1,Cruzeiro,5,NÃO,GRAFITE
Atlético-MG,2 x 1,Botafogo,5,NÃO,GRAFITE
Juventude,1 x 0,Mirassol,5,NÃO,GRAFITE
Bahia,2 x 2,Ceará,5,NÃO,GRAFITE
Fortaleza,1 x 2,Palmeiras,5,NÃO,GRAFITE
Grêmio,2 x 0,Internacional,5,SIM,GRAFITE
Flamengo,2 x 2,Corinthians,6,SIM,GRAFITE
Sport,0 x 0,Fortaleza,6,NÃO,GRAFITE
Palmeiras,2 x 0,Bahia,6,NÃO,GRAFITE
Santos,2 x 0,Bragantino,6,NÃO,GRAFITE
Mirassol,0 x 1,Atlético-MG,6,NÃO,GRAFITE
Cruzeiro,2 x 1,Vasco,6,NÃO,GRAFITE
Internacional,2 x 1,Juventude,6,NÃO,GRAFITE
Vitória,1 x 1,Grêmio,6,NÃO,GRAFITE
Ceará,1 x 1,São Paulo,6,NÃO,GRAFITE
Botafogo,2 x 0,Fluminense,6,SIM,GRAFITE
Vasco,0 x 2,Palmeiras,7,SIM,GRAFITE
Fluminense,2 x 0,Sport,7,NÃO,GRAFITE
Corinthians,1 x 0,Internacional,7,NÃO,GRAFITE
São Paulo,0 x 2,Fortaleza,7,NÃO,GRAFITE
Bragantino,0 x 0,Mirassol,7,NÃO,GRAFITE
Juventude,2 x 2,Atlético-MG,7,NÃO,GRAFITE
Grêmio,3 x 1,Santos,7,NÃO,GRAFITE
Bahia,1 x 0,Botafogo,7,NÃO,GRAFITE
Ceará,1 x 2,Vitória,7,NÃO,GRAFITE
Cruzeiro,2 x 3,Flamengo,7,SIM,GRAFITE
Botafogo,1 x 3,Internacional,8,SIM,GRAFITE
Sport,0 x 0,Cruzeiro,8,NÃO,GRAFITE
Flamengo,2 x 0,Bahia,8,NÃO,GRAFITE
Santos,2 x 0,Ceará,8,NÃO,GRAFITE
Mirassol,1 x 1,Corinthians,8,NÃO,GRAFITE
Atlético-MG,1 x 1,Fluminense,8,NÃO,GRAFITE
Grêmio,3 x 1,Bragantino,8,NÃO,GRAFITE
Vitória,1 x 0,Vasco,8,NÃO,GRAFITE
Fortaleza,3 x 1,Juventude,8,NÃO,GRAFITE
Palmeiras,1 x 0,São Paulo,8,SIM,GRAFITE
Flamengo,2 x 0,Internacional,1,SIM,KICO
Vasco,2 x 1,Santos,1,NÃO,KICO
Juventude,3 x 1,Vitória,1,NÃO,KICO
São Paulo,1 x 0,Sport,1,NÃO,KICO
Bragantino,1 x 0,Ceará,1,NÃO,KICO
Cruzeiro,2 x 1,Mirassol,1,NÃO,KICO
Grêmio,0 x 2,Atlético-MG,1,NÃO,KICO
Bahia,1 x 0,Corinthians,1,NÃO,KICO
Fortaleza,3 x 1,Fluminense,1,NÃO,KICO
Palmeiras,3 x 2,Botafogo,1,SIM,KICO
Atlético-MG,2 x 1,São Paulo,2,SIM,KICO
Botafogo,2 x 0,Juventude,2,NÃO,KICO
Corinthians,0 x 1,Vasco,2,NÃO,KICO
Santos,2 x 0,Bahia,2,NÃO,KICO
Mirassol,0 x 1,Fortaleza,2,NÃO,KICO
Sport,2 x 3,Palmeiras,2,NÃO,KICO
Fluminense,1 x 0,Bragantino,2,NÃO,KICO
Vitória,0 x 1,Flamengo,2,NÃO,KICO
Ceará,2 x 1,Grêmio,2,NÃO,KICO
Internacional,2 x 0,Cruzeiro,2,SIM,KICO
Palmeiras,2 x 1,Corinthians,3,SIM,KICO
Vasco,3 x 0,Sport,3,NÃO,KICO
Fluminense,1 x 0,Santos,3,NÃO,KICO
São Paulo,2 x 0,Cruzeiro,3,NÃO,KICO
Bragantino,0 x 1,Botafogo,3,NÃO,KICO
Atlético-MG,4 x 1,Vitória,3,NÃO,KICO
Juventude,1 x 0,Ceará,3,NÃO,KICO
Bahia,3 x 1,Mirassol,3,NÃO,KICO
Fortaleza,2 x 0,Internacional,3,NÃO,KICO
Grêmio,2 x 1,Flamengo,3,SIM,KICO
Santos,1 x 0,Atlético-MG,4,SIM,KICO
Botafogo,2 x 1,São Paulo,4,NÃO,KICO
Corinthians,2 x 0,Fluminense,4,NÃO,KICO
Flamengo,2 x 0,Juventude,4,NÃO,KICO
Mirassol,1 x 0,Grêmio,4,NÃO,KICO
Cruzeiro,3 x 1,Bahia,4,NÃO,KICO
Sport,2 x 1,Bragantino,4,NÃO,KICO
Vitória,3 x 2,Fortaleza,4,NÃO,KICO
Ceará,0 x 1,Vasco,4,NÃO,KICO
Internacional,3 x 1,Palmeiras,4,SIM,KICO
Vasco,2 x 1,Flamengo,5,SIM,KICO
Fluminense,3 x 2,Vitória,5,NÃO,KICO
Corinthians,3 x 1,Sport,5,NÃO,KICO
São Paulo,2 x 2,Santos,5,NÃO,KICO
Bragantino,1 x 0,Cruzeiro,5,NÃO,KICO
Atlético-MG,2 x 1,Botafogo,5,NÃO,KICO
Juventude,1 x 0,Mirassol,5,NÃO,KICO
Bahia,3 x 1,Ceará,5,NÃO,KICO
Fortaleza,1 x 2,Palmeiras,5,NÃO,KICO
Grêmio,1 x 0,Internacional,5,SIM,KICO
Flamengo,3 x 1,Corinthians,6,SIM,KICO
Sport,2 x 0,Fortaleza,6,NÃO,KICO
Palmeiras,3 x 2,Bahia,6,NÃO,KICO
Santos,1 x 1,Bragantino,6,NÃO,KICO
Mirassol,0 x 2,Atlético-MG,6,NÃO,KICO
Cruzeiro,0 x 1,Vasco,6,NÃO,KICO
Internacional,3 x 2,Juventude,6,NÃO,KICO
